hash,blockNumber,timeStamp,from,to,value_LPT
0xd2e7a4291c3056d7cbdc8921ed4ed9eab9b4fb6702dbc17ba5fd4f95a22b66df,17932822,1692254579,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,201807.99300000002
0x5e77be2c66e35d7da034a1b5e3235d42f47bdcc34d95ce4be40e784abe832502,17935304,1692284531,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,182197.64
0x4a4c3e8443596e16fccffd73bad21e30655bb430c6bed00d0719254e8d54b756,17956821,1692544943,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,612043.419
0x727e37dac0e0916df0a49c4015bad82ee032564c33d78f03bc4b0a0cb0f75802,17956825,1692544991,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,317907.07999999996
0x76a1cd96a32fa5bdcfe1a94754ed0188c1e227debc32a0e20d0ec2c8fa3ed842,17971728,1692725135,0x6a23f4940bd5ba117da261f98aae51a8bffa210a,0xf977814e90da44bfa03b6295a0616a897441acec,9310.0
0x49085e809234c7f28f009bc0fce4ddbe354142a16b5a9caf2c50777460e63240,17971733,1692725195,0xf977814e90da44bfa03b6295a0616a897441acec,0x76f52d1ae6bbecd0c777185116954da424502f31,5793.0
0x4c337a088870cdca42641ac66439b97825f641d5b8080a86904dc05922ee5227,17982109,1692850451,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,1021424.08
0xd8eed1fc47dc029dbbc648f72ccd1af0bef3d9ba38798453d5e12093233982ba,17995051,1693006943,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xf977814e90da44bfa03b6295a0616a897441acec,153111.447
0xe075738a094f57d6ea655b86c2899022c9a8733d20cfa07443b9193d56286db9,17995051,1693006943,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0xf977814e90da44bfa03b6295a0616a897441acec,159595.029
0x66d684e90f0666f21f3623ea61e8f901bd2f9ca360f7dc9a973ac8399841eb7b,17995051,1693006943,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,675806.51
0xba1862712f4586fa8973271868a27801f058e12153f34429e0e68053859ceeae,18012243,1693214795,0xf977814e90da44bfa03b6295a0616a897441acec,0x5a52e96bacdabb82fd05763e25335261b270efcb,1088512.986
0x54ab3b66f8efea8dcfe7e682f24d627d52ba031264c548738e99dbc9e2cff953,18061917,1693816055,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,500000.0
0x7dcf4f7c47cb9859d8d766656fb5dc23dacc9cf8d7d7563724fc6b99a762af77,18227325,1695820487,0x6a23f4940bd5ba117da261f98aae51a8bffa210a,0xf977814e90da44bfa03b6295a0616a897441acec,5793.0
0x2cf777b7fdcd7456980701cdff74e5e9f920c3f9c7ead1513bccacf32b2dc129,18227349,1695820775,0xf977814e90da44bfa03b6295a0616a897441acec,0x76f52d1ae6bbecd0c777185116954da424502f31,5200.0
0x26b87a88ab8ef65e95b873d13ab271dec92af6ff8147d141aa57f157d4f6a13b,18325342,1697004767,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,509723.309
0x51520f72068b74b41d512d027e94d550169611008f14644d80b072c9fecf30e5,18444102,1698440603,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,470802.00200000004
0xeb5d0cb1b2f034f1f2f9f2c099d6e71f060de8641983f089879504bd43aa41e2,18464916,1698692387,0x6a23f4940bd5ba117da261f98aae51a8bffa210a,0xf977814e90da44bfa03b6295a0616a897441acec,3346.0
0x7993b83eb2874514a199948d13b99c52230ade920c56655344f7436c626ebb7d,18464917,1698692399,0x6a23f4940bd5ba117da261f98aae51a8bffa210a,0xf977814e90da44bfa03b6295a0616a897441acec,1892.0
0x218b95b7b72baf7efbb9f0b4672eb6c47035e22e0273a5ea85bbfe21f5bbdd59,18464946,1698692747,0xf977814e90da44bfa03b6295a0616a897441acec,0x143a123eabe0bf14593dd1ff57a786caf5c07fc1,1892.0
0xf2750e0d380ed764aadc0474d0c2ff3c7ef72723de68c42ee5e74d3e40755bd6,18540167,1699602659,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,325142.487
0xc81dc4dd8b64da841180403fd7e0554cb24d8e38bc788580f5aad4002ecc471d,18579892,1700082767,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,195042.347
0xf71a5f10f367bc5e21716625ba2d459720fc33985d887108937056e471a8b57b,18646599,1700889779,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,215599.23200000002
0xee7db880ec0ce44e3b8af6923a799c0f7fedeff9e783b157078fb355b90b26cc,18677241,1701260543,0x6a23f4940bd5ba117da261f98aae51a8bffa210a,0xf977814e90da44bfa03b6295a0616a897441acec,1892.0
0x6b40cae50a29e275edcdf5e0eb430a096c7ee51688b4f4438e24430a5e38ec35,19274426,1708498979,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xf977814e90da44bfa03b6295a0616a897441acec,39438.013
0xca3375491cf2c29b4e966777d11e27f7ab7e4b7d5ef7d6dd8306c74acf3dc048,19274426,1708498979,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,777398.821
0x09d4cee4bb43fe79b3cc61d68ea4b393319768766f568070a6062cab3228cf9a,19279685,1708562771,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,538977.211
0xa97d7793849c5d9e3ff2de552bdeec411b1cdd925904803f36faf887d50e7b6d,19291451,1708705343,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xf977814e90da44bfa03b6295a0616a897441acec,29147.917999999998
0x987362a22e1cd8297fef8c45fdf65437df6378fac9884538fb9f0d878f7e5826,19291451,1708705343,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0xf977814e90da44bfa03b6295a0616a897441acec,35909.493
0xdc672b82555289e4de6990265a8c437778602ee35aa027843147c61a49444f06,19291451,1708705343,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,493886.887
0x167a17ea3f876cd48dd2d3b30317adb3b2d0c7971568db933e5c86aee13cab76,19381275,1709790155,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,232534.769
0xcabc368888c9390f0b4968e784713fab148afdbef1e1a5d0c8a22f94bc970644,19440820,1710511415,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,212714.951
0x3e991ec3344de0f583668c66cd58f841b936871af1b3ecb1725024b5a6fc7606,19629972,1712809343,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,143712.969
0xb715e683825921d60154d720dc218e4a1013c28fdae0c8b780f48cff6f923b5b,20274410,1720594163,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,147906.987
0x472656c1ab7279dcd896a901738bfdf86db2e833570cd59ed16008b7a92131bf,20592092,1724425667,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,300000.0
0xe84ca31a2f971a13b91540e7c6fbcffb0517b5e4ac27119b594fcdf9b4b99282,20592169,1724426591,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,236451.442
0xa8c5a755fce94fef8c408c463e9f2b224c0f710b78eb7de2f0f65b9c2df508c6,20783987,1726741031,0xf977814e90da44bfa03b6295a0616a897441acec,0x6a23f4940bd5ba117da261f98aae51a8bffa210a,99999.99999999999
0xaba914567a44612e9905ce2b4d2018f410f2d59665cbc5c1e1f2675068fed86e,20877114,1727863655,0xf977814e90da44bfa03b6295a0616a897441acec,0x143a123eabe0bf14593dd1ff57a786caf5c07fc1,24062.999999999996
0x51fa3037da9853bd680495afcad61f1d8f4ba79839ecaa122d2c723e43fb1eb9,21120221,1730794907,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,98217.23700000001
0xef2fba2a2b4c8f8a929c0052d390cd57e4a40470c44c73863e71a10c07672812,21142790,1731067295,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,102045.442
0x61264bc22391dfcaeba72acb95fc055bcbf6f6d2d464ddc966cff8b3992bad2d,21160523,1731280895,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,97597.547
0xdd01a501c4cf21ce5424f1d7a636ee50b3a9fced36192bef0a870e3fb4029497,21168489,1731376895,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,104758.23400000001
0x7a1fc65c8aa26999dcb4f27ea5b822409b206be03fdfe22fc22cf2f7a963d5b4,21230227,1732121159,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,815006.902
0xea40d6aee79a4deae4808eeff3d44f4ad790973c0cd2e2dadc7073d3b826c244,21230230,1732121195,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,700000.0
0xb82214d3c350ac13d977d56876729fa5766bb066d0f166f2d47a92afef464e0b,21288351,1732822919,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,1310918.643
0xeba0c09e9c26c0506601e30e7a77e4e7c4296a35cc7c4d7aff440466df7cd559,21291930,1732866131,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0xf977814e90da44bfa03b6295a0616a897441acec,32934.367
0xb661c01ea0319a07ed7ccedaa933b161379d96b32fc903a64af94e929935b26b,21291930,1732866131,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xf977814e90da44bfa03b6295a0616a897441acec,21602.843
0x5fe26b9aef258a65715c4c1d73b281b88dd1c7048f67f1d453cd44dc7920a2a7,21291930,1732866131,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,672766.015
0xfaee9b150ec749a17d7a567b9caaffca7741cdb11e12f78cbe8f04536b652dd6,21327409,1733294495,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,102881.628
0x9a5bfb7206557eab38d243eaa0e0617d401acf34739a4347a6c44af06164c638,21352171,1733593319,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,119999.35299999999
0x78727ef715fbaa8f730eedc07720968a9e127e1b62156ad3eb5364756ac99222,21458702,1734878543,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,121601.28899999999
0xf96ed3db05a205f9827769dfe14e009d811b30c96e9932f71c3741575c7f26d1,21471706,1735035779,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,102833.722
0xb4be11bf5e55f091d93ad112174a3756168f866746120a960a5dea411abe0164,21473787,1735060943,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,101544.459
0xd2d3d4defd74adb4ae743c903646b6b38c90fb5840175df8da61f9a2684ab72b,21510574,1735504787,0x6a23f4940bd5ba117da261f98aae51a8bffa210a,0xf977814e90da44bfa03b6295a0616a897441acec,24062.999999999996
0xbe4b6290a77f6ba857cf9edc4d78f6c424c9789489d648aec36681f0d1496b59,21510607,1735505183,0xf977814e90da44bfa03b6295a0616a897441acec,0x143a123eabe0bf14593dd1ff57a786caf5c07fc1,100649.0
0x951d3471e7cd2c28881b7adff47dd353fdabd1ae3ed66a030dcd92d770ef922c,21579876,1736340743,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,210496.319
0x91dcb1a5e991d20673abb77ff22e55e722b6a220eac8097b73da9917a7e0168e,21669458,1737421367,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,168263.387
0x4d4d3164c6d8ae1a817fe74719f6ffe42183ae77ff2ca736f6225e79ce9eeed1,21763646,1738557515,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,368263.387
0x697f7b62dcadbb92b2a07a285d6b4e88329418f54e6e6c06f045d5b9e31ee7d3,21763672,1738557827,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,165424.75900000002
0x3f931784c20c68aa3d99216ba459c8df1783ff04b1c7b4983d91e89bb67a70db,21844062,1739528375,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,265424.759
0x04489d4a2c6545abed29979af6846c54cf4e3b8640f2bffd9f25cdf497def188,21911696,1740345947,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,130510.429
0x290dd3a959d2ce6a6fc9fc623c1f1e856d7cac4b7642158a9bc2e17d48455e4b,22046931,1741977203,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,1830510.429
0x995273bfc038d7112037072170232b4fed81a2fd5488473e9ed55605777884a7,22046981,1741977803,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,1695407.742
0xb369357e133323f327e785596e54a6dddd508f7ebed2acb5aa5a06a0f8f44cbb,22060691,1742143115,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,395407.74199999997
0x2798b7d786154686d6d3a2122aadfcaf4f00a03b2c2cf3b8eaeb0601d8eeb758,22060716,1742143415,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,295879.299
0x53c18fc8101beff2c98ff2ddaaff60e98f2b064bc523c4276bd241919f33575e,22082382,1742405039,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,405681.031
0xb08300a19c3a603d9820d062800822d3ccdb7b777e7dc863d87a3f384c138ef9,22129182,1742969279,0xf977814e90da44bfa03b6295a0616a897441acec,0x143a123eabe0bf14593dd1ff57a786caf5c07fc1,45953.0
0xb12ae0a7f0baee7469a00a10dbfd933eaa53c635b23a6ee7d9f3d90d7331a156,22188349,1743682895,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,255607.33000000002
0xd785e1423d2fc2fd88a78324a6fe8b5f1df04fac07b8bf01834dafe3f6d6666e,22217358,1744032935,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,1700000.0
0xbd36684437be81fed33216c1fd855673ad0feb5c4438936f82cc7f001ed15470,22217395,1744033403,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,1519120.634
0x22f2d4f43ec29bdc2fa457f9061e0a2f37cc086513ae772b8cd59b0c375ffd54,22239922,1744304891,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,1519120.634
0x35816539920b24cb833ee316653123d0867011744d099291ac22b09ef7dc95c2,22252753,1744459367,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,969912.7080000001
0xd1fea6ca7df0d7de3671a8a8f247c7bcde82ef6bc090a99592b3f5f92b7db0d3,22252753,1744459367,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xf977814e90da44bfa03b6295a0616a897441acec,57911.411
0x8e69333a9dc39a321c70358bf9028e74e3e121f1197b367f73375ac5fdd11d4a,22345127,1745573135,0xf977814e90da44bfa03b6295a0616a897441acec,0x5a52e96bacdabb82fd05763e25335261b270efcb,2027824.119
0x8047d80dd6046da617cf1dc470bd882d4b8f60861d73368ffbc589bae2d79ee3,22357372,1745720579,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0xf977814e90da44bfa03b6295a0616a897441acec,145749.457
0x1dd5f285340d4fcbba3c53906f4ae47ea002e78508a06153c7bbe915f497bae0,22357372,1745720579,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,105208.79800000001
0xa6862ba2f4b0f40fcf64cc3e7a81b3b2c4b765150a0cee86bb837be074c4a4c5,22414729,1746414167,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,154967.924
0x9a413115cb5ee3a9af4268d52697fe0190c37a2ff682e379d2821504b1d62c81,22445687,1746790955,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,80768.739
0xa4e8f2bc8a91a2732b109e8348aa3c05f028d2d8a1d79f70cbd5d5a20ed21bd8,22593484,1748583119,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,1486694.918
0x9ffeffda0ded33f7fa816f26aeda0fc17823728c987c036c8a9379b581d89e15,22607576,1748753375,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0xf977814e90da44bfa03b6295a0616a897441acec,292142.583
0x79c87a08dbf1a4e8d34f87c66bd49fbeccf83954aeace97f75a0a3773344fcf3,22607576,1748753375,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xf977814e90da44bfa03b6295a0616a897441acec,552070.13
0x8d5e7a1750ec1a51f0664157343be2d1729e124694a783d4d68c0db7e183abb6,22607576,1748753375,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,577440.657
0xe0637ea8d0adf133f0483b58339545f50e2d6fb68717e0fa0b2ac5d0678e93b8,22622825,1748937899,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0xf977814e90da44bfa03b6295a0616a897441acec,422908.367
0x7e8574144a2b359170d27ea7814649b9c43d48015501868c728ddf1c99686a75,22622825,1748937899,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,474862.766
0x67326a991dca0da5224ea2e63f99e8c5933ef883484ce75a304f0c05b800283b,22631035,1749037199,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,619424.503
0x3156cc61a2db18f291e1c5c66a386237af494134f3d90d6d72d640b4bb5e853c,22639953,1749145175,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,1000000.0
0x99ca078796ab1c449dc7c499a8c2e7bb4e76df1deea6edd4432762a06357c1e1,22652597,1749297935,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0xf977814e90da44bfa03b6295a0616a897441acec,205790.097
0x1b01b535eb70d2d8a2ac28c3f8b59a03135e2d028c8d924108033537c737f04f,22652597,1749297935,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xf977814e90da44bfa03b6295a0616a897441acec,166717.027
0x1d45e945b5554e9556fe19b7ae900a397f17caee7280f215761af5a6c4b00d66,22652598,1749297947,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,649683.086
0x7eeb11dae35d454d10ea72c74e5bc81c552ea0360e998fe772efda9925586633,22715989,1750063643,0xf977814e90da44bfa03b6295a0616a897441acec,0x5a52e96bacdabb82fd05763e25335261b270efcb,1022190.21
0x08b9747a67665c83120a952c57a148e79627b85ff1722f703e0ca94daa2ec1e7,22782336,1750865183,0xf977814e90da44bfa03b6295a0616a897441acec,0x143a123eabe0bf14593dd1ff57a786caf5c07fc1,36124.0
0x16003b3fd683745012c0ec1ba291c179281fcb4d163581126614e47876949c2f,22843146,1751599451,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,505572.278
0x1d64186f765ac827192fa070d8652251958cd2c77b29baf515322146355237fe,22907754,1752379511,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,357778.729
0x2b9d107e2f057578780e07a081fcff633f0253cab94f3d524c0d855ab93cb3c8,23137289,1755150299,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,378829.251
0x70b492d235814f86a6ea73eb4524efac8ef82ab6453092050e76d7f56454423d,23216209,1756101887,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,391026.026
0x66cfc2366272d77e32bbde6f817d949a83b851faea1bb8666565b14a2a776760,23230586,1756275107,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,897082.284
0xd7e7f7204d45b91c724e4f248e1697e47f398cff653f28bffdc97f22c9f7ebc0,23236951,1756351943,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,1400000.0
0x50cd0944eb71e685c98fda0d0beb69d84275bfcf299f421938b33afba544fa13,23246956,1756472603,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xf977814e90da44bfa03b6295a0616a897441acec,142696.607
0x7d7442bc1511c467968f6474f353eb9a707bf2d763195a1d36576297d574bf55,23246957,1756472615,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,1049900.037
0x093286350c282140fe2107d9851066d73bcad7e6f650a4a3ab820a5c0897a081,23267572,1756721111,0x6a23f4940bd5ba117da261f98aae51a8bffa210a,0xf977814e90da44bfa03b6295a0616a897441acec,36124.0
0x9b1e7fc4a3e2f8beb47f532043b8e86dba85e07de9e36d939d1d5e909fbbbd74,23280570,1756878227,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,467074.772
